Year,ID,State,Count_Breweries
1953,54,West Virginia,1
1953,55,Wisconsin,46
1953,56,Wyoming,1
1954,04,Arizona,1
1954,05,Arkansas,1
1954,06,California,8
1954,08,Colorado,4
1954,09,Connecticut,2
1954,10,Delaware,1
1954,12,Florida,1
1954,13,Georgia,5
1954,15,Hawaii,1
1954,16,Idaho,2
1954,17,Illinois,1
1954,18,Indiana,19
1954,19,Iowa,6
1954,20,Kansas,3
1954,22,Louisiana,5
1954,23,Maine,3
1954,25,Massachusetts,6
1954,26,Michigan,8
1954,27,Minnesota,11
1954,28,Mississippi,15
1954,29,Missouri,6
1954,30,Montana,5
1954,31,Nebraska,3
1954,32,Nevada,1
1954,34,New Jersey,6
1954,36,New York,21
1954,39,Ohio,18
1954,40,Oklahoma,1
1954,41,Oregon,1
1954,42,Pennsylvania,35
1954,44,Rhode Island,2
1954,47,Tennessee,2
1954,48,Texas,6
1954,49,Utah,2
1954,51,Virginia,2
1954,53,Washington,5
1954,54,West Virginia,1
1954,55,Wisconsin,43
1955,04,Arizona,1
1955,06,California,7
1955,08,Colorado,4
1955,09,Connecticut,2
1955,12,Florida,1
1955,13,Georgia,5
1955,15,Hawaii,1
1955,16,Idaho,2
1955,17,Illinois,1
1955,18,Indiana,17
1955,19,Iowa,5
1955,20,Kansas,3
1955,22,Louisiana,5
1955,23,Maine,3
1955,25,Massachusetts,6
1955,26,Michigan,8
1955,27,Minnesota,10
1955,28,Mississippi,15
1955,29,Missouri,6
1955,30,Montana,5
1955,31,Nebraska,2
1955,32,Nevada,1
1955,34,New Jersey,6
1955,36,New York,20
1955,39,Ohio,15
1955,40,Oklahoma,1
1955,41,Oregon,1
1955,42,Pennsylvania,31
1955,44,Rhode Island,2
1955,47,Tennessee,1
1955,48,Texas,6
1955,49,Utah,2
1955,51,Virginia,2
1955,53,Washington,4
1955,54,West Virginia,1
1955,55,Wisconsin,42
1956,04,Arizona,1
1956,06,California,6
1956,08,Colorado,3
1956,09,Connecticut,1
1956,12,Florida,1
1956,13,Georgia,5
1956,15,Hawaii,1
1956,16,Idaho,2
1956,17,Illinois,1
1956,18,Indiana,14
1956,19,Iowa,4
1956,20,Kansas,2
1956,22,Louisiana,5
1956,23,Maine,3
1956,25,Massachusetts,6
1956,26,Michigan,8
1956,27,Minnesota,9
1956,28,Mississippi,13
1956,29,Missouri,6
1956,30,Montana,5
1956,31,Nebraska,2
1956,32,Nevada,1
1956,34,New Jersey,6
1956,36,New York,18
1956,39,Ohio,14
1956,40,Oklahoma,1
1956,41,Oregon,1
1956,42,Pennsylvania,29
1956,44,Rhode Island,2
1956,48,Texas,6
1956,49,Utah,2
1956,51,Virginia,2
1956,53,Washington,4
1956,54,West Virginia,1
1956,55,Wisconsin,41
1957,04,Arizona,1
1957,06,California,6
1957,08,Colorado,3
1957,09,Connecticut,1
1957,13,Georgia,3
1957,16,Idaho,2
1957,18,Indiana,14
1957,19,Iowa,4
1957,20,Kansas,2
1957,22,Louisiana,5
1957,23,Maine,3
1957,25,Massachusetts,6
1957,26,Michigan,6
1957,27,Minnesota,9
1957,28,Mississippi,13
1957,29,Missouri,5
1957,30,Montana,5
1957,31,Nebraska,2
1957,34,New Jersey,6
1957,36,New York,17
1957,39,Ohio,11
1957,40,Oklahoma,1
1957,41,Oregon,1
1957,42,Pennsylvania,27
1957,44,Rhode Island,2
1957,48,Texas,4
1957,49,Utah,2
1957,51,Virginia,2
1957,53,Washington,4
1957,54,West Virginia,1
1957,55,Wisconsin,38
1958,04,Arizona,1
1958,06,California,7
1958,08,Colorado,3
1958,09,Connecticut,1
1958,13,Georgia,2
1958,16,Idaho,2
1958,18,Indiana,14
1958,19,Iowa,4
1958,20,Kansas,2
1958,22,Louisiana,5
1958,23,Maine,3
1958,25,Massachusetts,6
1958,26,Michigan,6
1958,27,Minnesota,9
1958,28,Mississippi,12
1958,29,Missouri,4
1958,30,Montana,5
1958,31,Nebraska,2
1958,34,New Jersey,6
1958,36,New York,16
1958,39,Ohio,11
1958,40,Oklahoma,1
1958,41,Oregon,1
1958,42,Pennsylvania,26
1958,44,Rhode Island,1
1958,48,Texas,4
1958,49,Utah,1
1958,51,Virginia,2
1958,53,Washington,4
1958,54,West Virginia,1
1958,55,Wisconsin,38
1959,04,Arizona,1
1959,06,California,6
1959,08,Colorado,3
1959,09,Connecticut,1
1959,13,Georgia,2
1959,16,Idaho,2
1959,18,Indiana,12
1959,19,Iowa,3
1959,20,Kansas,2
1959,22,Louisiana,5
1959,23,Maine,3
1959,25,Massachusetts,6
1959,26,Michigan,6
1959,27,Minnesota,9
1959,28,Mississippi,12
1959,29,Missouri,4
1959,30,Montana,3
1959,31,Nebraska,2
1959,34,New Jersey,5
1959,36,New York,15
1959,39,Ohio,11
1959,40,Oklahoma,1
1959,41,Oregon,1
1959,42,Pennsylvania,26
1959,44,Rhode Island,1
1959,48,Texas,4
1959,49,Utah,1
1959,51,Virginia,2
1959,53,Washington,4
1959,54,West Virginia,1
1959,55,Wisconsin,33
1960,04,Arizona,1
1960,06,California,5
1960,08,Colorado,3
1960,09,Connecticut,1
1960,13,Georgia,2
1960,16,Idaho,2
1960,18,Indiana,11
1960,19,Iowa,3
1960,20,Kansas,1
1960,22,Louisiana,4
1960,23,Maine,3
1960,25,Massachusetts,6
1960,26,Michigan,6
1960,27,Minnesota,9
1960,28,Mississippi,11
1960,29,Missouri,4
1960,30,Montana,3
1960,31,Nebraska,2
1960,34,New Jersey,5
1960,36,New York,13
1960,39,Ohio,11
1960,41,Oregon,1
1960,42,Pennsylvania,25
1960,44,Rhode Island,1
1960,48,Texas,4
1960,49,Utah,1
1960,51,Virginia,1
1960,53,Washington,3
1960,54,West Virginia,1
1960,55,Wisconsin,32
1961,04,Arizona,1
1961,06,California,6
1961,08,Colorado,3
1961,09,Connecticut,1
1961,13,Georgia,1
1961,16,Idaho,2
1961,18,Indiana,11
1961,19,Iowa,3
1961,20,Kansas,1
1961,22,Louisiana,4
1961,23,Maine,3
1961,25,Massachusetts,5
1961,26,Michigan,6
1961,27,Minnesota,9
1961,28,Mississippi,11
1961,29,Missouri,4
1961,30,Montana,3
1961,31,Nebraska,2
1961,34,New Jersey,5
1961,36,New York,12
1961,38,North Dakota,1
1961,39,Ohio,10
1961,41,Oregon,1
1961,42,Pennsylvania,24
1961,44,Rhode Island,1
1961,48,Texas,5
1961,49,Utah,1
1961,51,Virginia,1
1961,53,Washington,3
1961,54,West Virginia,1
1961,55,Wisconsin,32
1962,04,Arizona,1
1962,06,California,6
1962,08,Colorado,3
1962,09,Connecticut,1
1962,16,Idaho,2
1962,18,Indiana,10
1962,19,Iowa,3
1962,20,Kansas,1
1962,22,Louisiana,4
1962,23,Maine,3
1962,25,Massachusetts,5
1962,26,Michigan,5
1962,27,Minnesota,8
1962,28,Mississippi,11
1962,29,Missouri,3
1962,30,Montana,3
1962,31,Nebraska,1
1962,34,New Jersey,4
1962,36,New York,12
1962,38,North Dakota,1
1962,39,Ohio,9
1962,41,Oregon,1
1962,42,Pennsylvania,24
1962,44,Rhode Island,1
1962,48,Texas,5
1962,49,Utah,1
1962,51,Virginia,1
1962,53,Washington,3
1962,54,West Virginia,1
1962,55,Wisconsin,28
1963,04,Arizona,1
1963,06,California,4
1963,08,Colorado,3
1963,09,Connecticut,1
1963,16,Idaho,1
1963,18,Indiana,9
1963,19,Iowa,3
1963,20,Kansas,1
1963,22,Louisiana,4
1963,23,Maine,2
1963,25,Massachusetts,5
1963,26,Michigan,4
1963,27,Minnesota,7
1963,28,Mississippi,11
1963,29,Missouri,3
1963,30,Montana,3
1963,31,Nebraska,1
1963,34,New Jersey,4
1963,36,New York,9
1963,38,North Dakota,1
1963,39,Ohio,7
1963,41,Oregon,1
1963,42,Pennsylvania,24
1963,44,Rhode Island,1
1963,48,Texas,4
1963,49,Utah,1
1963,51,Virginia,1
1963,53,Washington,3
1963,54,West Virginia,1
1963,55,Wisconsin,27
1964,04,Arizona,1
1964,06,California,4
1964,08,Colorado,3
1964,09,Connecticut,1
1964,16,Idaho,1
1964,18,Indiana,8
1964,19,Iowa,3
1964,20,Kansas,1
1964,22,Louisiana,4
1964,23,Maine,2
1964,25,Massachusetts,4
1964,26,Michigan,3
1964,27,Minnesota,7
1964,28,Mississippi,11
1964,29,Missouri,3
1964,30,Montana,2
1964,31,Nebraska,1
1964,34,New Jersey,3
1964,36,New York,9
1964,38,North Dakota,1
1964,39,Ohio,6
1964,41,Oregon,1
1964,42,Pennsylvania,24
1964,44,Rhode Island,1
1964,48,Texas,3
1964,49,Utah,1
1964,51,Virginia,1
1964,53,Washington,3
1964,54,West Virginia,1
1964,55,Wisconsin,26
1965,06,California,4
1965,08,Colorado,3
1965,09,Connecticut,1
1965,18,Indiana,7
1965,19,Iowa,2
1965,20,Kansas,1
1965,22,Louisiana,3
1965,23,Maine,2
1965,25,Massachusetts,4
1965,26,Michigan,2
1965,27,Minnesota,6
1965,28,Mississippi,9
1965,29,Missouri,3
1965,30,Montana,1
1965,31,Nebraska,1
1965,34,New Jersey,3
1965,36,New York,9
1965,38,North Dakota,1
1965,39,Ohio,6
1965,41,Oregon,1
1965,42,Pennsylvania,22
1965,44,Rhode Island,1
1965,48,Texas,3
1965,49,Utah,1
1965,51,Virginia,1
1965,53,Washington,3
1965,54,West Virginia,1
1965,55,Wisconsin,24
1966,06,California,4
1966,08,Colorado,3
1966,09,Connecticut,1
1966,18,Indiana,6
1966,19,Iowa,1
1966,20,Kansas,1
1966,22,Louisiana,3
1966,23,Maine,2
1966,25,Massachusetts,4
1966,26,Michigan,2
1966,27,Minnesota,6
1966,28,Mississippi,9
1966,29,Missouri,3
1966,30,Montana,1
1966,31,Nebraska,1
1966,34,New Jersey,3
1966,36,New York,7
1966,38,North Dakota,1
1966,39,Ohio,6
1966,41,Oregon,1
1966,42,Pennsylvania,22
1966,48,Texas,3
1966,51,Virginia,1
1966,53,Washington,3
1966,54,West Virginia,1
1966,55,Wisconsin,23
1967,06,California,4
1967,08,Colorado,3
1967,09,Connecticut,1
1967,18,Indiana,5
1967,19,Iowa,1
1967,20,Kansas,1
1967,22,Louisiana,3
1967,23,Maine,2
1967,25,Massachusetts,4
1967,26,Michigan,2
1967,27,Minnesota,5
1967,28,Mississippi,7
1967,29,Missouri,3
1967,31,Nebraska,1
1967,34,New Jersey,3
1967,36,New York,7
1967,39,Ohio,5
1967,41,Oregon,1
1967,42,Pennsylvania,20
1967,48,Texas,3
1967,51,Virginia,1
1967,53,Washington,3
1967,54,West Virginia,1
1967,55,Wisconsin,17
1968,06,California,3
1968,08,Colorado,3
1968,09,Connecticut,1
1968,18,Indiana,3
1968,19,Iowa,1
1968,20,Kansas,1
1968,22,Louisiana,1
1968,23,Maine,2
1968,25,Massachusetts,4
1968,26,Michigan,1
1968,27,Minnesota,5
1968,28,Mississippi,7
1968,29,Missouri,3
1968,34,New Jersey,3
1968,36,New York,7
1968,39,Ohio,5
1968,41,Oregon,1
1968,42,Pennsylvania,18
1968,48,Texas,3
1968,51,Virginia,1
1968,53,Washington,2
1968,54,West Virginia,1
1968,55,Wisconsin,14
1969,06,California,3
1969,08,Colorado,3
1969,09,Connecticut,1
1969,18,Indiana,2
1969,19,Iowa,1
1969,20,Kansas,1
1969,22,Louisiana,1
1969,23,Maine,2
1969,25,Massachusetts,4
1969,26,Michigan,1
1969,27,Minnesota,5
1969,28,Mississippi,7
1969,29,Missouri,3
1969,34,New Jersey,3
1969,36,New York,7
1969,39,Ohio,5
1969,41,Oregon,1
1969,42,Pennsylvania,16
1969,48,Texas,3
1969,51,Virginia,1
1969,53,Washington,2
1969,54,West Virginia,1
1969,55,Wisconsin,14
1970,06,California,3
1970,08,Colorado,2
1970,09,Connecticut,1
1970,18,Indiana,2
1970,19,Iowa,1
1970,20,Kansas,1
1970,22,Louisiana,1
1970,23,Maine,2
1970,25,Massachusetts,3
1970,26,Michigan,1
1970,27,Minnesota,5
1970,28,Mississippi,5
1970,29,Missouri,3
1970,34,New Jersey,3
1970,36,New York,7
1970,39,Ohio,5
1970,41,Oregon,1
1970,42,Pennsylvania,16
1970,48,Texas,3
1970,53,Washington,2
1970,54,West Virginia,1
1970,55,Wisconsin,14
1971,06,California,3
1971,08,Colorado,2
1971,09,Connecticut,1
1971,18,Indiana,2
1971,19,Iowa,1
1971,20,Kansas,1
1971,22,Louisiana,1
1971,23,Maine,1
1971,25,Massachusetts,3
1971,27,Minnesota,5
1971,28,Mississippi,5
1971,29,Missouri,2
1971,34,New Jersey,3
1971,36,New York,6
1971,39,Ohio,5
1971,41,Oregon,1
1971,42,Pennsylvania,15
1971,48,Texas,3
1971,53,Washington,2
1971,55,Wisconsin,14
1972,06,California,2
1972,08,Colorado,1
1972,09,Connecticut,1
1972,13,Georgia,1
1972,18,Indiana,2
1972,19,Iowa,1
1972,20,Kansas,1
1972,22,Louisiana,1
1972,23,Maine,1
1972,25,Massachusetts,3
1972,27,Minnesota,4
1972,28,Mississippi,5
1972,29,Missouri,2
1972,34,New Jersey,3
1972,36,New York,5
1972,39,Ohio,5
1972,41,Oregon,1
1972,42,Pennsylvania,15
1972,48,Texas,3
1972,53,Washington,2
1972,55,Wisconsin,13
1973,06,California,2
1973,08,Colorado,1
1973,09,Connecticut,1
1973,13,Georgia,2
1973,18,Indiana,1
1973,19,Iowa,1
1973,20,Kansas,1
1973,22,Louisiana,1
1973,23,Maine,1
1973,25,Massachusetts,3
1973,27,Minnesota,3
1973,28,Mississippi,5
1973,29,Missouri,2
1973,34,New Jersey,2
1973,36,New York,5
1973,39,Ohio,5
1973,41,Oregon,1
1973,42,Pennsylvania,14
1973,48,Texas,3
1973,53,Washington,2
1973,55,Wisconsin,9
1974,06,California,2
1974,08,Colorado,1
1974,09,Connecticut,1
1974,13,Georgia,2
1974,18,Indiana,1
1974,20,Kansas,1
1974,22,Louisiana,1
1974,23,Maine,1
1974,25,Massachusetts,2
1974,27,Minnesota,2
1974,28,Mississippi,4
1974,29,Missouri,2
1974,34,New Jersey,2
1974,36,New York,5
1974,39,Ohio,4
1974,41,Oregon,1
1974,42,Pennsylvania,14
1974,48,Texas,3
1974,53,Washington,2
1974,55,Wisconsin,8
1975,06,California,2
1975,08,Colorado,1
1975,09,Connecticut,1
1975,13,Georgia,1
1975,18,Indiana,1
1975,20,Kansas,1
1975,22,Louisiana,1
1975,23,Maine,1
1975,25,Massachusetts,1
1975,27,Minnesota,2
1975,28,Mississippi,4
1975,29,Missouri,2
1975,34,New Jersey,2
1975,36,New York,5
1975,39,Ohio,3
1975,41,Oregon,1
1975,42,Pennsylvania,12
1975,48,Texas,3
1975,53,Washington,2
1975,55,Wisconsin,8
1976,02,Alaska,1
1976,06,California,3
1976,08,Colorado,1
1976,09,Connecticut,1
1976,13,Georgia,1
1976,18,Indiana,1
1976,20,Kansas,1
1976,22,Louisiana,1
1976,23,Maine,1
1976,27,Minnesota,2
1976,28,Mississippi,2
1976,29,Missouri,1
1976,34,New Jersey,2
1976,36,New York,5
1976,39,Ohio,3
1976,41,Oregon,1
1976,42,Pennsylvania,12
1976,48,Texas,3
1976,53,Washington,2
1976,55,Wisconsin,8
1977,02,Alaska,1
1977,06,California,3
1977,08,Colorado,1
1977,09,Connecticut,1
1977,13,Georgia,1
1977,18,Indiana,1
1977,20,Kansas,1
1977,22,Louisiana,1
1977,23,Maine,1
1977,27,Minnesota,2
1977,28,Mississippi,2
1977,29,Missouri,1
1977,34,New Jersey,2
1977,36,New York,4
1977,39,Ohio,3
1977,41,Oregon,1
1977,42,Pennsylvania,11
1977,48,Texas,2
1977,53,Washington,2
1977,55,Wisconsin,8
1978,02,Alaska,1
1978,06,California,4
1978,08,Colorado,1
1978,13,Georgia,1
1978,18,Indiana,1
1978,20,Kansas,1
1978,22,Louisiana,1
1978,23,Maine,1
1978,27,Minnesota,2
1978,28,Mississippi,2
1978,29,Missouri,1
1978,34,New Jersey,2
1978,36,New York,4
1978,39,Ohio,3
1978,41,Oregon,1
1978,42,Pennsylvania,10
1978,48,Texas,2
1978,53,Washington,1
1978,55,Wisconsin,8
1979,02,Alaska,1
1979,06,California,6
1979,08,Colorado,1
1979,13,Georgia,1
1979,18,Indiana,1
1979,20,Kansas,1
1979,22,Louisiana,1
1979,23,Maine,1
1979,27,Minnesota,2
1979,28,Mississippi,2
1979,29,Missouri,1
1979,34,New Jersey,2
1979,36,New York,4
1979,39,Ohio,3
1979,41,Oregon,1
1979,42,Pennsylvania,8
1979,48,Texas,1
1979,53,Washington,1
1979,55,Wisconsin,8
1980,06,California,7
1980,08,Colorado,2
1980,13,Georgia,1
1980,18,Indiana,1
1980,20,Kansas,1
1980,23,Maine,1
1980,27,Minnesota,2
1980,28,Mississippi,2
1980,29,Missouri,1
1980,34,New Jersey,2
1980,36,New York,4
1980,39,Ohio,2
1980,41,Oregon,1
1980,42,Pennsylvania,8
1980,48,Texas,1
1980,53,Washington,1
1980,55,Wisconsin,8
1981,06,California,8
1981,08,Colorado,2
1981,20,Kansas,1
1981,23,Maine,1
1981,27,Minnesota,2
1981,28,Mississippi,2
1981,29,Missouri,1
1981,34,New Jersey,2
1981,36,New York,3
1981,39,Ohio,2
1981,41,Oregon,1
1981,42,Pennsylvania,8
1981,48,Texas,1
1981,53,Washington,1
1981,55,Wisconsin,8
1982,06,California,6
1982,08,Colorado,2
1982,20,Kansas,1
1982,23,Maine,1
1982,27,Minnesota,3
1982,28,Mississippi,2
1982,29,Missouri,1
1982,34,New Jersey,2
1982,36,New York,4
1982,39,Ohio,2
1982,41,Oregon,1
1982,42,Pennsylvania,7
1982,48,Texas,1
1982,53,Washington,3
1982,55,Wisconsin,8
1983,06,California,6
1983,08,Colorado,2
1983,13,Georgia,1
1983,20,Kansas,1
1983,23,Maine,1
1983,27,Minnesota,2
1983,28,Mississippi,2
1983,29,Missouri,1
1983,34,New Jersey,2
1983,36,New York,5
1983,39,Ohio,2
1983,42,Pennsylvania,7
1983,48,Texas,1
1983,53,Washington,3
1983,55,Wisconsin,7
1984,05,Arkansas,1
1984,06,California,9
1984,08,Colorado,2
1984,13,Georgia,1
1984,17,Illinois,1
1984,20,Kansas,1
1984,23,Maine,1
1984,27,Minnesota,2
1984,28,Mississippi,2
1984,29,Missouri,1
1984,30,Montana,1
1984,34,New Jersey,2
1984,36,New York,6
1984,39,Ohio,2
1984,41,Oregon,1
1984,42,Pennsylvania,7
1984,48,Texas,2
1984,51,Virginia,1
1984,53,Washington,6
1984,55,Wisconsin,7
1985,05,Arkansas,1
1985,06,California,12
1985,08,Colorado,2
1985,13,Georgia,1
1985,17,Illinois,1
1985,20,Kansas,2
1985,23,Maine,1
1985,24,Maryland,1
1985,26,Michigan,1
1985,27,Minnesota,3
1985,28,Mississippi,2
1985,29,Missouri,1
1985,30,Montana,1
1985,34,New Jersey,3
1985,36,New York,6
1985,39,Ohio,2
1985,41,Oregon,3
1985,42,Pennsylvania,7
1985,48,Texas,2
1985,51,Virginia,1
1985,53,Washington,6
1985,55,Wisconsin,8
1986,02,Alaska,1
1986,05,Arkansas,1
1986,06,California,20
1986,08,Colorado,3
1986,12,Florida,1
1986,13,Georgia,1
1986,15,Hawaii,1
1986,16,Idaho,1
1986,17,Illinois,2
1986,20,Kansas,2
1986,23,Maine,2
1986,24,Maryland,2
1986,26,Michigan,2
1986,27,Minnesota,3
1986,28,Mississippi,4
1986,29,Missouri,1
1986,30,Montana,1
1986,34,New Jersey,3
1986,36,New York,6
1986,37,North Carolina,2
1986,39,Ohio,2
1986,41,Oregon,6
1986,42,Pennsylvania,9
1986,48,Texas,2
1986,49,Utah,1
1986,50,Vermont,1
1986,51,Virginia,1
1986,53,Washington,6
1986,55,Wisconsin,9
1987,02,Alaska,1
1987,06,California,23
1987,08,Colorado,4
1987,12,Florida,1
1987,13,Georgia,1
1987,15,Hawaii,1
1987,16,Idaho,2
1987,17,Illinois,3
1987,18,Indiana,2
1987,20,Kansas,2
1987,22,Louisiana,1
1987,23,Maine,2
1987,24,Maryland,2
1987,26,Michigan,4
1987,27,Minnesota,3
1987,28,Mississippi,4
1987,29,Missouri,1
1987,30,Montana,2
1987,32,Nevada,1
1987,34,New Jersey,2
1987,36,New York,6
1987,37,North Carolina,2
1987,39,Ohio,1
1987,41,Oregon,9
1987,42,Pennsylvania,11
1987,48,Texas,2
1987,49,Utah,1
1987,50,Vermont,1
1987,51,Virginia,2
1987,53,Washington,7
1987,55,Wisconsin,12
1988,01,Alabama,1
1988,02,Alaska,1
1988,04,Arizona,1
1988,06,California,51
1988,08,Colorado,7
1988,12,Florida,1
1988,13,Georgia,2
1988,16,Idaho,2
1988,17,Illinois,3
1988,18,Indiana,4
1988,20,Kansas,2
1988,22,Louisiana,1
1988,23,Maine,2
1988,24,Maryland,3
1988,25,Massachusetts,1
1988,26,Michigan,4
1988,27,Minnesota,3
1988,28,Mississippi,5
1988,29,Missouri,1
1988,30,Montana,3
1988,32,Nevada,1
1988,34,New Jersey,3
1988,35,New Mexico,3
1988,36,New York,8
1988,37,North Carolina,2
1988,39,Ohio,3
1988,41,Oregon,13
1988,42,Pennsylvania,9
1988,44,Rhode Island,1
1988,48,Texas,3
1988,49,Utah,1
1988,50,Vermont,2
1988,51,Virginia,2
1988,53,Washington,9
1988,55,Wisconsin,12
1989,04,Arizona,6
1989,06,California,50
1989,08,Colorado,7
1989,12,Florida,6
1989,16,Idaho,3
1989,17,Illinois,5
1989,18,Indiana,4
1989,24,Maryland,3
1989,25,Massachusetts,5
1989,26,Michigan,3
1989,27,Minnesota,7
1989,36,New York,6
1989,37,North Carolina,6
1989,39,Ohio,5
1989,41,Oregon,15
1989,42,Pennsylvania,8
1989,48,Texas,7
1989,50,Vermont,3
1989,53,Washington,8
1989,55,Wisconsin,14
1990,04,Arizona,8
1990,06,California,67
1990,08,Colorado,11
1990,12,Florida,7
1990,16,Idaho,3
1990,17,Illinois,6
1990,18,Indiana,4
1990,24,Maryland,3
1990,25,Massachusetts,5
1990,26,Michigan,3
1990,27,Minnesota,7
1990,30,Montana,3
1990,36,New York,8
1990,37,North Carolina,8
1990,39,Ohio,6
1990,41,Oregon,21
1990,42,Pennsylvania,11
1990,48,Texas,8
1990,50,Vermont,4
1990,51,Virginia,4
1990,53,Washington,10
1990,55,Wisconsin,17
1991,02,Alaska,3
1991,04,Arizona,8
1991,06,California,76
1991,08,Colorado,22
1991,12,Florida,13
1991,16,Idaho,5
1991,17,Illinois,9
1991,18,Indiana,5
1991,19,Iowa,4
1991,22,Louisiana,3
1991,23,Maine,3
1991,24,Maryland,4
1991,25,Massachusetts,6
1991,26,Michigan,3
1991,27,Minnesota,8
1991,29,Missouri,3
1991,30,Montana,5
1991,35,New Mexico,3
1991,36,New York,13
1991,37,North Carolina,11
1991,39,Ohio,9
1991,41,Oregon,26
1991,42,Pennsylvania,12
1991,48,Texas,7
1991,49,Utah,3
1991,50,Vermont,6
1991,51,Virginia,5
1991,53,Washington,13
1991,55,Wisconsin,18
1992,02,Alaska,4
1992,04,Arizona,7
1992,06,California,93
1992,08,Colorado,27
1992,12,Florida,17
1992,16,Idaho,8
1992,17,Illinois,12
1992,18,Indiana,6
1992,19,Iowa,5
1992,22,Louisiana,3
1992,23,Maine,5
1992,24,Maryland,5
1992,25,Massachusetts,9
1992,26,Michigan,4
1992,27,Minnesota,8
1992,29,Missouri,4
1992,30,Montana,7
1992,31,Nebraska,5
1992,33,New Hampshire,3
1992,35,New Mexico,5
1992,36,New York,16
1992,37,North Carolina,12
1992,39,Ohio,12
1992,41,Oregon,30
1992,42,Pennsylvania,12
1992,47,Tennessee,3
1992,48,Texas,8
1992,49,Utah,4
1992,50,Vermont,6
1992,51,Virginia,7
1992,53,Washington,15
1992,55,Wisconsin,19
1993,02,Alaska,3
1993,04,Arizona,7
1993,06,California,115
1993,08,Colorado,38
1993,12,Florida,22
1993,16,Idaho,10
1993,17,Illinois,16
1993,18,Indiana,7
1993,19,Iowa,6
1993,20,Kansas,5
1993,21,Kentucky,3
1993,22,Louisiana,4
1993,23,Maine,8
1993,24,Maryland,7
1993,25,Massachusetts,9
1993,26,Michigan,6
1993,27,Minnesota,9
1993,29,Missouri,5
1993,30,Montana,10
1993,31,Nebraska,6
1993,32,Nevada,3
1993,33,New Hampshire,4
1993,35,New Mexico,8
1993,36,New York,20
1993,37,North Carolina,14
1993,39,Ohio,15
1993,40,Oklahoma,4
1993,41,Oregon,37
1993,42,Pennsylvania,12
1993,47,Tennessee,5
1993,48,Texas,11
1993,49,Utah,4
1993,50,Vermont,7
1993,51,Virginia,12
1993,53,Washington,21
1993,55,Wisconsin,23
1994,02,Alaska,3
1994,04,Arizona,11
1994,05,Arkansas,3
1994,06,California,127
1994,08,Colorado,51
1994,12,Florida,27
1994,13,Georgia,3
1994,16,Idaho,11
1994,17,Illinois,22
1994,18,Indiana,9
1994,19,Iowa,6
1994,20,Kansas,7
1994,21,Kentucky,3
1994,22,Louisiana,3
1994,23,Maine,12
1994,24,Maryland,10
1994,25,Massachusetts,17
1994,26,Michigan,12
1994,27,Minnesota,13
1994,29,Missouri,12
1994,30,Montana,12
1994,31,Nebraska,6
1994,32,Nevada,3
1994,33,New Hampshire,9
1994,34,New Jersey,5
1994,35,New Mexico,10
1994,36,New York,27
1994,37,North Carolina,20
1994,39,Ohio,20
1994,40,Oklahoma,6
1994,41,Oregon,48
1994,42,Pennsylvania,15
1994,44,Rhode Island,3
1994,47,Tennessee,9
1994,48,Texas,27
1994,49,Utah,8
1994,50,Vermont,10
1994,51,Virginia,9
1994,53,Washington,28
1994,54,West Virginia,3
1994,55,Wisconsin,29
1995,01,Alabama,5
1995,02,Alaska,5
1995,04,Arizona,11
1995,05,Arkansas,3
1995,06,California,167
1995,08,Colorado,74
1995,10,Delaware,4
1995,12,Florida,36
1995,13,Georgia,6
1995,15,Hawaii,4
1995,16,Idaho,15
1995,17,Illinois,26
1995,18,Indiana,10
1995,19,Iowa,6
1995,20,Kansas,13
1995,21,Kentucky,7
1995,22,Louisiana,4
1995,23,Maine,21
1995,24,Maryland,12
1995,25,Massachusetts,27
1995,26,Michigan,24
1995,27,Minnesota,18
1995,29,Missouri,13
1995,30,Montana,13
1995,31,Nebraska,8
1995,32,Nevada,5
1995,33,New Hampshire,14
1995,34,New Jersey,7
1995,35,New Mexico,12
1995,36,New York,44
1995,37,North Carolina,25
1995,38,North Dakota,3
1995,39,Ohio,28
1995,40,Oklahoma,8
1995,41,Oregon,54
1995,42,Pennsylvania,27
1995,44,Rhode Island,6
1995,45,South Carolina,11
1995,47,Tennessee,13
1995,48,Texas,48
1995,49,Utah,13
1995,50,Vermont,12
1995,51,Virginia,12
1995,53,Washington,48
1995,55,Wisconsin,35
1995,56,Wyoming,8
1996,01,Alabama,8
1996,02,Alaska,11
1996,04,Arizona,17
1996,05,Arkansas,3
1996,06,California,218
1996,08,Colorado,92
1996,09,Connecticut,12
1996,10,Delaware,5
1996,12,Florida,62
1996,13,Georgia,18
1996,15,Hawaii,6
1996,16,Idaho,24
1996,17,Illinois,35
1996,18,Indiana,21
1996,19,Iowa,9
1996,20,Kansas,14
1996,21,Kentucky,11
1996,22,Louisiana,8
1996,23,Maine,27
1996,24,Maryland,22
1996,25,Massachusetts,42
1996,26,Michigan,36
1996,27,Minnesota,26
1996,29,Missouri,14
1996,30,Montana,16
1996,31,Nebraska,8
1996,32,Nevada,10
1996,33,New Hampshire,18
1996,34,New Jersey,20
1996,35,New Mexico,20
1996,36,New York,70
1996,37,North Carolina,36
1996,38,North Dakota,3
1996,39,Ohio,40
1996,40,Oklahoma,9
1996,41,Oregon,73
1996,42,Pennsylvania,42
1996,44,Rhode Island,5
1996,45,South Carolina,19
1996,46,South Dakota,5
